CreatedDate,ZipCode,avg_score
2014-01-01,21093,9.814814814814815
2014-01-01,21201,7.731481481481481
2014-01-01,21202,9.227582846003898
2014-01-01,21205,7.314814814814814
2014-01-01,21206,6.719298245614035
2014-01-01,21207,7.583820662768031
2014-01-01,21208,9.583333333333334
2014-01-01,21209,8.981481481481481
2014-01-01,21210,9.972222222222223
2014-01-01,21211,7.958576998050682
2014-01-01,21212,7.62037037037037
2014-01-01,21213,6.173489278752437
2014-01-01,21214,7.121832358674464
2014-01-01,21215,6.532651072124756
2014-01-01,21216,7.269005847953216
2014-01-01,21217,6.228070175438596
2014-01-01,21218,6.48635477582846
2014-01-01,21219,9.972222222222223
2014-01-01,21220,9.814814814814815
2014-01-01,21221,9.814814814814815
2014-01-01,21222,9.814814814814815
2014-01-01,21223,5.283625730994152
2014-01-01,21224,4.05214424951267
2014-01-01,21225,9.273391812865498
2014-01-01,21226,9.61111111111111
2014-01-01,21227,9.814814814814815
2014-01-01,21228,9.814814814814815
2014-01-01,21229,7.3055555555555545
2014-01-01,21230,4.889863547758284
2014-01-01,21231,8.078947368421053
2014-01-01,21234,6.462962962962963
2014-01-01,21236,9.62962962962963
2014-01-01,21239,7.2407407407407405
2014-01-01,21286,9.583333333333334
2014-01-01,21287,9.944444444444445
2014-01-01,nan,9.972222222222223
2014-01-02,21093,9.814814814814815
2014-01-02,21201,7.643762183235867
2014-01-02,21202,6.954191033138401
2014-01-02,21205,5.760233918128655
2014-01-02,21206,4.0170565302144245
2014-01-02,21207,5.44980506822612
2014-01-02,21208,9.62962962962963
2014-01-02,21209,8.064814814814815
2014-01-02,21210,8.953703703703704
2014-01-02,21211,7.861598440545809
2014-01-02,21212,5.607212475633528
2014-01-02,21213,3.6184210526315788
2014-01-02,21214,6.274853801169591
2014-01-02,21215,2.6817738791423
2014-01-02,21216,5.710038986354776
2014-01-02,21217,3.59551656920078
2014-01-02,21218,3.5350877192982453
2014-01-02,21219,9.62962962962963
2014-01-02,21220,8.518518518518519
2014-01-02,21222,9.601851851851853
2014-01-02,21223,4.2670565302144245
2014-01-02,21224,4.631578947368421
2014-01-02,21225,8.478070175438596
2014-01-02,21226,8.858187134502925
2014-01-02,21228,10.0
2014-01-02,21229,7.755360623781677
2014-01-02,21230,5.224171539961014
2014-01-02,21231,8.547270955165692
2014-01-02,21234,8.954678362573098
2014-01-02,21236,9.814814814814815
2014-01-02,21239,7.4566276803118905
2014-01-02,21244,10.0
2014-01-02,nan,9.097465886939572
2014-01-03,21093,9.814814814814815
2014-01-03,21117,9.814814814814815
2014-01-03,21136,9.814814814814815
2014-01-03,21201,8.537037037037036
2014-01-03,21202,8.403508771929824
2014-01-03,21204,9.814814814814815
2014-01-03,21205,8.87037037037037
2014-01-03,21206,5.361598440545809
2014-01-03,21207,8.917153996101364
2014-01-03,21208,9.601851851851853
2014-01-03,21209,8.12037037037037
2014-01-03,21210,9.37037037037037
2014-01-03,21211,7.491228070175438
2014-01-03,21212,7.866959064327484
2014-01-03,21213,6.015107212475634
2014-01-03,21214,8.125243664717349
2014-01-03,21215,5.162768031189084
2014-01-03,21216,5.3162768031189085
2014-01-03,21217,3.9780701754385963
2014-01-03,21218,4.385964912280702
2014-01-03,21220,9.814814814814815
2014-01-03,21221,9.62962962962963
2014-01-03,21222,9.787037037037036
2014-01-03,21223,5.533625730994152
2014-01-03,21224,4.960038986354776
2014-01-03,21225,7.592592592592593
2014-01-03,21226,9.722222222222223
2014-01-03,21227,9.814814814814815
2014-01-03,21228,9.62962962962963
2014-01-03,21229,6.273879142300195
2014-01-03,21230,7.0204678362573105
2014-01-03,21231,9.773391812865496
2014-01-03,21234,9.398148148148147
2014-01-03,21236,9.62962962962963
2014-01-03,21239,6.870857699805068
2014-01-03,21244,9.7270955165692
2014-01-03,21251,10.0
2014-01-03,nan,9.25
2014-01-04,21030,9.62962962962963
2014-01-04,21093,9.25925925925926
2014-01-04,21117,9.814814814814815
2014-01-04,21128,9.814814814814815
2014-01-04,21133,9.62962962962963
2014-01-04,21136,9.62962962962963
2014-01-04,21201,9.199317738791423
2014-01-04,21202,9.356725146198832
2014-01-04,21205,8.546296296296296
2014-01-04,21206,6.338206627680312
2014-01-04,21207,9.416666666666666
2014-01-04,21208,9.62962962962963
2014-01-04,21209,8.24074074074074
2014-01-04,21210,8.685185185185185
2014-01-04,21211,7.833333333333333
2014-01-04,21212,6.47270955165692
2014-01-04,21213,6.7368421052631575
2014-01-04,21214,7.796296296296297
2014-01-04,21215,6.394736842105263
2014-01-04,21216,5.097953216374269
2014-01-04,21217,6.324561403508771
2014-01-04,21218,5.412768031189084
2014-01-04,21219,9.62962962962963
2014-01-04,21220,9.444444444444445
2014-01-04,21221,9.444444444444445
2014-01-04,21222,9.046296296296296
2014-01-04,21223,6.060428849902533
2014-01-04,21224,5.41374269005848
2014-01-04,21225,8.548732943469785
2014-01-04,21226,9.393762183235866
2014-01-04,21227,8.796296296296296
2014-01-04,21228,9.444444444444445
2014-01-04,21229,5.690058479532163
2014-01-04,21230,5.673976608187135
2014-01-04,21231,9.398148148148147
2014-01-04,21234,7.472222222222222
2014-01-04,21236,9.814814814814815
2014-01-04,21237,10.0
2014-01-04,21239,6.222222222222222
2014-01-04,21244,9.444444444444445
2014-01-04,21286,9.444444444444445
2014-01-04,21287,9.972222222222223
2014-01-04,nan,9.814814814814815
2014-01-05,21030,9.62962962962963
2014-01-05,21093,9.814814814814815
2014-01-05,21117,9.62962962962963
2014-01-05,21128,9.814814814814815
2014-01-05,21133,9.814814814814815
2014-01-05,21201,9.264132553606238
2014-01-05,21202,8.838206627680313
2014-01-05,21204,9.814814814814815
2014-01-05,21205,8.287037037037036
2014-01-05,21206,8.810428849902534
2014-01-05,21207,9.601851851851853
2014-01-05,21208,9.787037037037036
2014-01-05,21209,9.37037037037037
2014-01-05,21210,9.338206627680313
2014-01-05,21211,7.4035087719298245
2014-01-05,21212,8.37037037037037
2014-01-05,21213,4.3845029239766085
2014-01-05,21214,7.004873294346979
2014-01-05,21215,5.527777777777778
2014-01-05,21216,5.0740740740740735
2014-01-05,21217,5.880116959064328
2014-01-05,21218,6.40009746588694
2014-01-05,21220,9.814814814814815
2014-01-05,21221,9.814814814814815
2014-01-05,21222,8.49074074074074
2014-01-05,21223,7.731481481481481
2014-01-05,21224,5.5618908382066286
2014-01-05,21225,8.069688109161794
2014-01-05,21226,9.884502923976608
2014-01-05,21227,9.814814814814815
2014-01-05,21228,9.62962962962963
2014-01-05,21229,8.260233918128655
2014-01-05,21230,4.7368421052631575
2014-01-05,21231,8.851851851851853
2014-01-05,21234,9.074074074074074
2014-01-05,21236,9.814814814814815
2014-01-05,21237,9.62962962962963
2014-01-05,21239,7.787037037037037
2014-01-05,21244,9.814814814814815
2014-01-05,21286,9.814814814814815
2014-01-05,21287,9.972222222222223
2014-01-05,nan,9.814814814814815
2014-01-06,21117,9.074074074074074
2014-01-06,21133,9.25925925925926
2014-01-06,21201,7.302144249512669
2014-01-06,21202,5.81578947368421
2014-01-06,21204,9.814814814814815
2014-01-06,21205,6.481968810916179
2014-01-06,21206,2.2660818713450293
2014-01-06,21207,8.394249512670564
2014-01-06,21208,8.601851851851853
2014-01-06,21209,7.527777777777779
2014-01-06,21210,7.25
2014-01-06,21211,6.862573099415205
2014-01-06,21212,5.884990253411306
2014-01-06,21213,0.489766081871345
2014-01-06,21214,5.672514619883041
2014-01-06,21215,1.2378167641325535
2014-01-06,21216,1.0740740740740742
2014-01-06,21217,2.3333333333333335
2014-01-06,21218,1.9751461988304095
2014-01-06,21219,9.814814814814815
2014-01-06,21220,9.25925925925926
2014-01-06,21221,9.25925925925926
2014-01-06,21222,8.333333333333334
2014-01-06,21223,3.18859649122807
2014-01-06,21224,3.826023391812866
2014-01-06,21225,5.450292397660818
2014-01-06,21226,7.426413255360624
2014-01-06,21227,9.166666666666666
2014-01-06,21228,9.074074074074074
2014-01-06,21229,5.057017543859649
2014-01-06,21230,3.543859649122807
2014-01-06,21231,5.125730994152047
2014-01-06,21234,8.11111111111111
2014-01-06,21236,9.62962962962963
2014-01-06,21237,9.62962962962963
2014-01-06,21239,4.6910331384015596
2014-01-06,21244,8.333333333333334
2014-01-06,21286,9.814814814814815
2014-01-06,21287,9.13888888888889
2014-01-06,nan,9.972222222222223
2014-01-07,21030,9.074074074074074
2014-01-07,21093,8.333333333333334
2014-01-07,21117,8.333333333333334
2014-01-07,21128,9.62962962962963
2014-01-07,21133,8.333333333333334
2014-01-07,21136,8.88888888888889
2014-01-07,21201,5.574561403508771
2014-01-07,21202,5.149122807017544
2014-01-07,21204,9.25925925925926
2014-01-07,21205,6.497076023391814
2014-01-07,21206,2.6871345029239766
2014-01-07,21207,3.0935672514619887
2014-01-07,21208,8.425925925925926
2014-01-07,21209,6.472222222222222
2014-01-07,21210,9.453703703703704
2014-01-07,21211,6.495614035087719
2014-01-07,21212,5.644736842105263
2014-01-07,21213,0.8596491228070176
2014-01-07,21214,4.7178362573099415
2014-01-07,21215,0.6140350877192983
2014-01-07,21216,3.4692982456140355
2014-01-07,21217,2.017543859649123
2014-01-07,21218,1.054093567251462
2014-01-07,21219,8.88888888888889
2014-01-07,21220,8.333333333333334
2014-01-07,21221,8.333333333333334
2014-01-07,21222,7.972222222222222
2014-01-07,21223,2.4166666666666665
2014-01-07,21224,1.4473684210526316
2014-01-07,21225,5.529239766081872
2014-01-07,21226,9.398635477582845
2014-01-07,21227,8.0
2014-01-07,21228,8.333333333333334
2014-01-07,21229,2.5716374269005846
2014-01-07,21230,2.77046783625731
2014-01-07,21231,6.412280701754386
2014-01-07,21234,7.773391812865497
2014-01-07,21236,8.333333333333334
2014-01-07,21237,7.861111111111111
2014-01-07,21239,6.213450292397661
2014-01-07,21244,8.333333333333334
2014-01-07,21286,9.444444444444445
2014-01-07,21287,8.333333333333334
2014-01-07,nan,8.907407407407407
2014-01-08,0,9.972222222222223
2014-01-08,21030,9.62962962962963
2014-01-08,21093,9.814814814814815
2014-01-08,21117,8.333333333333334
2014-01-08,21128,9.62962962962963
2014-01-08,21133,8.333333333333334
2014-01-08,21136,9.444444444444445
2014-01-08,21201,7.241228070175438
2014-01-08,21202,5.134502923976608
2014-01-08,21204,9.62962962962963
2014-01-08,21205,4.56140350877193
2014-01-08,21206,4.978070175438597
2014-01-08,21207,6.70906432748538
2014-01-08,21208,8.333333333333334
2014-01-08,21209,8.671539961013645
2014-01-08,21210,7.666666666666667
2014-01-08,21211,6.070175438596491
2014-01-08,21212,5.315789473684211
2014-01-08,21213,2.6140350877192984
2014-01-08,21214,4.523391812865497
2014-01-08,21215,1.6666666666666667
2014-01-08,21216,2.1228070175438596
