,coord1,coord2,zip
4724,39.29042,-76.562646,21205
4725,39.290429,-76.67354,21229
4726,39.290433,-76.623752,21201
4727,39.290437,-76.603127,21231
4728,39.290438,-76.543949,21224
4729,39.290443,-76.612333,21201
4730,39.290449,-76.692204,21229
4731,39.290452,-76.544865,21224
4732,39.290455,-76.648815,21223
4733,39.290455,-76.620158,21201
4734,39.290455,-76.591716,21231
4735,39.290456,-76.612373,21201
4736,39.290462,-76.544839,21224
4737,39.290464,-76.542972,21224
4738,39.290476,-76.611042,21201
4739,39.290476,-76.589076,21231
4740,39.290478,-76.6104,21201
4741,39.290478,-76.610267,21201
4742,39.290478,-76.538587,21224
4743,39.290481,-76.692242,21229
4744,39.290484,-76.591027,21231
4745,39.290485,-76.617951,21201
4746,39.290487,-76.676449,21229
4747,39.290487,-76.618155,21201
4748,39.290492,-76.585324,21231
4749,39.290492,-76.531422,21224
4750,39.290498,-76.609948,21201
4751,39.290499,-76.631922,21201
4752,39.290501,-76.647543,21223
4753,39.290511,-76.541975,21224
4754,39.290515,-76.541034,21224
4755,39.290517,-76.561225,21205
4756,39.290528,-76.540321,21224
4757,39.290529,-76.676507,21229
4758,39.290529,-76.590023,21231
4759,39.290529,-76.540341,21224
4760,39.290539,-76.589739,21231
4761,39.290541,-76.621016,21201
4762,39.290555,-76.54328,21224
4763,39.290564,-76.645835,21223
4764,39.290573,-76.58891,21231
4765,39.290575,-76.629806,21201
4766,39.290582,-76.584611,21231
4767,39.290588,-76.691446,21229
4768,39.290596,-76.584611,21231
4769,39.290597,-76.619519,21201
4770,39.290597,-76.608945,21201
4771,39.290603,-76.644613,21223
4772,39.290612,-76.58815,21231
4773,39.290618,-76.644127,21223
4774,39.290621,-76.678191,21229
4775,39.290621,-76.648822,21223
4776,39.290624,-76.643912,21223
4777,39.290625,-76.54222,21224
4778,39.290636,-76.587348,21231
4779,39.29064,-76.587199,21231
4780,39.29064,-76.53049,21224
4781,39.290647,-76.613954,21201
4782,39.29065,-76.607606,21202
4783,39.290653,-76.586763,21231
4784,39.290655,-76.62806,21201
4785,39.290666,-76.609007,21201
4786,39.290676,-76.586159,21231
4787,39.290679,-76.647063,21223
4788,39.290682,-76.586015,21231
4789,39.290686,-76.679428,21229
4790,39.290691,-76.642506,21223
4791,39.290706,-76.67871,21229
4792,39.290715,-76.566749,21205
4793,39.290725,-76.672584,21229
4794,39.290731,-76.626918,21201
4795,39.290732,-76.645329,21223
4796,39.290746,-76.605649,21202
4797,39.290749,-76.641241,21223
4798,39.290755,-76.676755,21229
4799,39.290755,-76.641076,21223
4800,39.290757,-76.708704,21229
4801,39.290765,-76.566283,21205
4802,39.290771,-76.674527,21229
4803,39.290775,-76.60198,21231
4804,39.290783,-76.64027,21223
4805,39.290792,-76.655959,21223
4806,39.290793,-76.617532,21201
4807,39.290797,-76.708675,21229
4808,39.290812,-76.679434,21229
4809,39.290816,-76.567425,21205
4810,39.290817,-76.655975,21223
4811,39.290826,-76.625214,21201
4812,39.290827,-76.642512,21223
4813,39.290828,-76.611069,21201
4814,39.290839,-76.61253,21201
4815,39.29084,-76.569129,21205
4816,39.290842,-76.638259,21223
4817,39.290855,-76.678205,21229
4818,39.290865,-76.605706,21202
4819,39.290866,-76.691789,21229
4820,39.290868,-76.632275,21201
4821,39.290875,-76.680388,21229
4822,39.290888,-76.637007,21201
4823,39.290889,-76.568041,21205
4824,39.290892,-76.636855,21201
4825,39.290903,-76.677287,21229
4826,39.290905,-76.651625,21223
4827,39.290908,-76.621006,21201
4828,39.290908,-76.615223,21201
4829,39.290913,-76.610284,21201
4830,39.290917,-76.567431,21205
4831,39.290919,-76.636132,21201
4832,39.290924,-76.56521,21205
4833,39.29094,-76.566661,21205
4834,39.290945,-76.63389,21201
4835,39.29095,-76.564556,21205
4836,39.290961,-76.633177,21201
4837,39.290974,-76.620164,21201
4838,39.290976,-76.653026,21223
4839,39.290987,-76.689237,21229
4840,39.291006,-76.570277,21205
4841,39.29101,-76.575396,21205
4842,39.291015,-76.575396,21205
4843,39.291024,-76.5747,21205
4844,39.29103,-76.5747,21205
4845,39.291031,-76.605274,21202
4846,39.291035,-76.632283,21201
4847,39.291048,-76.676798,21229
4848,39.29105,-76.617999,21201
4849,39.291068,-76.576104,21205
4850,39.291073,-76.51339,21224
4851,39.291076,-76.575903,21205
4852,39.291082,-76.573963,21205
4853,39.291089,-76.630267,21201
4854,39.29109,-76.573276,21205
4855,39.291093,-76.651546,21223
4856,39.291096,-76.630079,21201
4857,39.291098,-76.573965,21205
4858,39.291118,-76.57425,21205
4859,39.291118,-76.574248,21205
4860,39.291122,-76.563628,21205
4861,39.291125,-76.641304,21223
4862,39.291134,-76.650584,21223
4863,39.291137,-76.57183,21205
4864,39.291138,-76.705163,21229
4865,39.291149,-76.650234,21223
4866,39.291151,-76.628099,21201
4867,39.291152,-76.625245,21201
4868,39.291154,-76.572834,21205
4869,39.291154,-76.565579,21205
4870,39.291158,-76.613477,21201
4871,39.29116,-76.60468,21202
4872,39.291161,-76.70512,21229
4873,39.291162,-76.572551,21205
4874,39.291167,-76.571055,21205
4875,39.291179,-76.649324,21223
4876,39.291196,-76.600433,21231
4877,39.291199,-76.612458,21201
4878,39.291209,-76.612173,21201
4879,39.291215,-76.571368,21205
4880,39.291222,-76.639693,21223
4881,39.291226,-76.569333,21205
4882,39.291227,-76.647571,21223
4883,39.291228,-76.690487,21229
4884,39.29124,-76.692474,21229
4885,39.291249,-76.611102,21201
4886,39.291264,-76.570119,21205
4887,39.291269,-76.610759,21201
4888,39.291275,-76.602456,21231
4889,39.29128,-76.692419,21229
4890,39.291285,-76.645872,21223
4891,39.291289,-76.531337,21224
4892,39.291291,-76.645362,21223
4893,39.291295,-76.610308,21201
4894,39.291295,-76.586196,21231
4895,39.291299,-76.67542,21229
4896,39.291301,-76.608797,21202
4897,39.291317,-76.562722,21205
4898,39.291319,-76.568852,21205
4899,39.291342,-76.690099,21229
4900,39.291348,-76.56808,21205
4901,39.291358,-76.560856,21205
4902,39.291359,-76.639223,21223
4903,39.291361,-76.59942,21231
4904,39.291378,-76.598682,21231
4905,39.291381,-76.62394,21201
4906,39.291385,-76.598496,21231
4907,39.291401,-76.61393,21201
4908,39.291402,-76.567317,21205
4909,39.291411,-76.564582,21205
4910,39.291413,-76.62305,21201
4911,39.291417,-76.624589,21201
4912,39.291418,-76.615258,21201
4913,39.291421,-76.613933,21201
4914,39.291425,-76.566694,21205
4915,39.291434,-76.622502,21201
4916,39.291434,-76.596972,21231
4917,39.291443,-76.536706,21224
4918,39.29147,-76.595758,21231
4919,39.291477,-76.576131,21205
4920,39.291482,-76.59528,21231
4921,39.291489,-76.601727,21231
4922,39.291508,-76.620329,21201
4923,39.291512,-76.564436,21205
4924,39.291516,-76.564117,21205
4925,39.291522,-76.563656,21205
4926,39.291534,-76.64325,21223
4927,39.291555,-76.593283,21231
4928,39.291555,-76.530257,21224
4929,39.291561,-76.602587,21231
4930,39.291561,-76.556063,21205
4931,39.291569,-76.562494,21205
4932,39.291576,-76.594901,21231
4933,39.291577,-76.530217,21224
4934,39.291614,-76.618214,21201
4935,39.291615,-76.59163,21231
4936,39.29162,-76.696595,21229
4937,39.291622,-76.561252,21205
4938,39.291623,-76.618025,21201
4939,39.291627,-76.617356,21201
4940,39.291628,-76.617158,21201
4941,39.291633,-76.560743,21205
4942,39.291634,-76.603079,21202
4943,39.291671,-76.590134,21231
4944,39.291674,-76.69039,21229
4945,39.291678,-76.559871,21205
4946,39.291698,-76.680906,21229
4947,39.291698,-76.518697,21224
4948,39.291708,-76.67948,21229
4949,39.29172,-76.559231,21205
4950,39.291722,-76.588992,21231
4951,39.29175,-76.678233,21229
4952,39.291753,-76.691369,21229
4953,39.291757,-76.622459,21201
4954,39.291766,-76.516649,21224
4955,39.291767,-76.602578,21231
4956,39.291768,-76.557779,21205
4957,39.29177,-76.682436,21229
4958,39.291779,-76.681441,21229
4959,39.29178,-76.677458,21229
4960,39.291784,-76.674134,21229
4961,39.291792,-76.587419,21231
4962,39.291797,-76.56886,21205
4963,39.291797,-76.556897,21205
4964,39.291801,-76.673202,21229
4965,39.291805,-76.61033,21201
4966,39.291811,-76.6369,21201
4967,39.291816,-76.570893,21205
4968,39.291822,-76.680446,21229
4969,39.291824,-76.607047,21202
4970,39.291837,-76.679488,21229
4971,39.291837,-76.675886,21229
4972,39.291846,-76.651438,21223
4973,39.291855,-76.65168,21223
4974,39.291857,-76.570159,21205
4975,39.291859,-76.567723,21205
4976,39.291872,-76.650757,21223
4977,39.291873,-76.58564,21231
4978,39.291882,-76.566959,21205
4979,39.29189,-76.678242,21229
4980,39.291905,-76.693777,21229
4981,39.291907,-76.673724,21229
4982,39.291915,-76.584513,21231
4983,39.291919,-76.555152,21205
4984,39.29193,-76.554769,21205
4985,39.291933,-76.672611,21229
4986,39.291939,-76.554347,21205
4987,39.291952,-76.648892,21223
4988,39.291968,-76.583135,21231
4989,39.291983,-76.70358,21229
4990,39.291984,-76.675427,21229
4991,39.291994,-76.647602,21223
4992,39.292012,-76.6746,21229
4993,39.292021,-76.581724,21231
4994,39.292023,-76.650284,21223
4995,39.292025,-76.65617,21223
4996,39.292036,-76.598353,21231
4997,39.292052,-76.627026,21201
4998,39.292053,-76.645545,21223
4999,39.29206,-76.645412,21223
5000,39.292075,-76.580262,21231
5001,39.292087,-76.644682,21223
5002,39.292098,-76.621111,21201
5003,39.292104,-76.64714,21223
5004,39.292108,-76.62384,21201
5005,39.29211,-76.642578,21223
5006,39.292121,-76.621112,21201
5007,39.292125,-76.579059,21231
5008,39.292141,-76.578624,21231
5009,39.292149,-76.641164,21223
5010,39.292164,-76.607475,21202
5011,39.292176,-76.619664,21201
5012,39.292185,-76.640294,21223
5013,39.292185,-76.577433,21205
5014,39.292211,-76.644004,21223
5015,39.292229,-76.576022,21205
5016,39.292241,-76.551182,21205
5017,39.292244,-76.638871,21201
5018,39.292263,-76.641168,21223
5019,39.292264,-76.642583,21223
5020,39.292271,-76.535934,21224
5021,39.292273,-76.59684,21231
5022,39.292289,-76.574545,21205
5023,39.292297,-76.620527,21201
5024,39.292299,-76.618078,21201
5025,39.292306,-76.5359,21224
5026,39.292317,-76.639773,21223
5027,39.292325,-76.617279,21201
5028,39.292333,-76.636939,21201
5029,39.292339,-76.704587,21229
5030,39.292347,-76.573173,21205
5031,39.292358,-76.689327,21229
5032,39.292358,-76.613527,21201
5033,39.292362,-76.661892,21223
5034,39.292363,-76.572191,21205
5035,39.292368,-76.702304,21229
5036,39.292373,-76.70227,21229
5037,39.292379,-76.606591,21202
5038,39.292384,-76.635634,21201
5039,39.292385,-76.706027,21229
5040,39.292385,-76.638339,21201
5041,39.292385,-76.587025,21231
5042,39.292389,-76.635499,21201
5043,39.29239,-76.61209,21201
5044,39.292398,-76.661916,21223
5045,39.292402,-76.61253,21201
5046,39.292411,-76.694654,21229
5047,39.29242,-76.570725,21205
5048,39.292425,-76.706055,21229
5049,39.292437,-76.61118,21201
5050,39.292442,-76.634172,21201
5051,39.292443,-76.701799,21229
5052,39.292445,-76.683024,21229
5053,39.292449,-76.636944,21201
5054,39.292449,-76.633983,21201
5055,39.292452,-76.646499,21223
5056,39.292457,-76.61083,21201
5057,39.292461,-76.683696,21229
5058,39.292462,-76.646271,21223
5059,39.292475,-76.681519,21229
5060,39.292475,-76.518493,21224
5061,39.292484,-76.600008,21231
5062,39.292487,-76.51852,21224
5063,39.292491,-76.61012,21202
5064,39.292499,-76.569242,21205
5065,39.292502,-76.660608,21223
5066,39.292516,-76.632444,21201
5067,39.292516,-76.513716,21224
5068,39.292529,-76.680245,21229
5069,39.292534,-76.568332,21205
5070,39.292561,-76.63125,21201
5071,39.292565,-76.628139,21201
5072,39.292571,-76.596519,21231
5073,39.292581,-76.682536,21229
5074,39.292583,-76.641883,21223
5075,39.292585,-76.678689,21229
5076,39.292598,-76.5957,21231
5077,39.292598,-76.566659,21205
5078,39.292602,-76.566564,21205
5079,39.292604,-76.595208,21231
5080,39.292608,-76.700796,21229
5081,39.292619,-76.681528,21229
5082,39.292627,-76.607026,21202
5083,39.292644,-76.595841,21231
5084,39.292646,-76.677151,21229
5085,39.292654,-76.680548,21229
5086,39.29266,-76.662777,21223
5087,39.292665,-76.630921,21201
5088,39.292674,-76.593091,21231
5089,39.292674,-76.564661,21205
5090,39.29268,-76.664801,21223
5091,39.292683,-76.615368,21201
5092,39.292687,-76.564344,21205
5093,39.292693,-76.610379,21202
5094,39.292702,-76.630943,21201
5095,39.292703,-76.679544,21229
5096,39.292703,-76.599223,21231
5097,39.292712,-76.56374,21205
5098,39.292713,-76.599194,21231
5099,39.292717,-76.675946,21229
5100,39.29272,-76.67547,21229
5101,39.29272,-76.591845,21231
5102,39.29272,-76.563548,21205
5103,39.292726,-76.614146,21201
5104,39.292728,-76.627063,21201
5105,39.292729,-76.591388,21231
5106,39.292731,-76.678297,21229
5107,39.292734,-76.607206,21202
5108,39.292746,-76.674521,21229
5109,39.292751,-76.622527,21201
5110,39.292755,-76.651736,21223
5111,39.292765,-76.599791,21231
5112,39.292779,-76.651022,21223
5113,39.292788,-76.621823,21201
5114,39.292789,-76.67322,21216
5115,39.292793,-76.608551,21202
5116,39.292796,-76.625333,21201
5117,39.292805,-76.621493,21201
5118,39.292816,-76.603147,21202
5119,39.292832,-76.632321,21201
5120,39.292847,-76.675472,21229
5121,39.292848,-76.635519,21201
5122,39.292848,-76.610391,21202
5123,39.292852,-76.602358,21202
5124,39.292855,-76.64944,21223
5125,39.292856,-76.608504,21202
5126,39.292859,-76.595855,21231
5127,39.292866,-76.62253,21201
5128,39.292869,-76.588428,21231
5129,39.29288,-76.619696,21201
5130,39.292892,-76.674085,21216
5131,39.292892,-76.662244,21223
5132,39.292897,-76.587327,21231
5133,39.292904,-76.590545,21231
5134,39.292905,-76.634007,21201
5135,39.292923,-76.662264,21223
5136,39.292924,-76.594061,21231
5137,39.292927,-76.572395,21205
5138,39.29293,-76.618301,21201
5139,39.292933,-76.647174,21223
5140,39.292936,-76.618138,21201
5141,39.292939,-76.586125,21231
5142,39.292941,-76.559962,21205
5143,39.292958,-76.651741,21223
5144,39.292963,-76.64587,21223
5145,39.29298,-76.598292,21231
5146,39.293,-76.616728,21201
5147,39.293001,-76.570493,21205
5148,39.293004,-76.698229,21229
5149,39.293008,-76.725843,21228
5150,39.293011,-76.644223,21223
5151,39.293021,-76.633175,21201
5152,39.293022,-76.619704,21201
5153,39.293027,-76.584494,21231
5154,39.29303,-76.623254,21201
5155,39.293031,-76.656224,21223
5156,39.293031,-76.621163,21201
5157,39.293035,-76.607656,21202
5158,39.293042,-76.603699,21202
5159,39.29305,-76.642609,21223
5160,39.293055,-76.569004,21205
5161,39.293075,-76.595869,21231
5162,39.293075,-76.583333,21231
5163,39.293077,-76.568503,21205
5164,39.293091,-76.582926,21231
5165,39.293098,-76.641201,21223
5166,39.293123,-76.651745,21223
5167,39.293126,-76.604638,21202
5168,39.293126,-76.581467,21231
5169,39.293133,-76.529114,21224
5170,39.293134,-76.707189,21229
5171,39.293141,-76.640139,21223
5172,39.293153,-76.629572,21201
5173,39.293187,-76.645471,21223
5174,39.293193,-76.580045,21231
5175,39.293204,-76.662449,21223
5176,39.293205,-76.589255,21231
5177,39.293206,-76.584771,21231
5178,39.293208,-76.63837,21201
5179,39.293211,-76.61205,21201
5180,39.293211,-76.5863,21231
5181,39.293218,-76.664844,21216
5182,39.293227,-76.707356,21229
5183,39.293235,-76.665549,21216
5184,39.29324,-76.705592,21229
5185,39.293243,-76.707382,21229
5186,39.293244,-76.581945,21231
5187,39.293247,-76.661572,21223
5188,39.293249,-76.637181,21201
5189,39.293256,-76.578648,21231
5190,39.293259,-76.705618,21229
5191,39.293267,-76.597274,21231
5192,39.293268,-76.650346,21223
5193,39.293289,-76.57721,21205
5194,39.293291,-76.580502,21231
5195,39.2933,-76.607987,21202
5196,39.293301,-76.635533,21201
5197,39.293301,-76.575895,21205
5198,39.293312,-76.585555,21231
5199,39.29332,-76.597279,21231
5200,39.293322,-76.621858,21201
5201,39.293327,-76.616753,21201
5202,39.293328,-76.70083,21229
5203,39.293329,-76.623882,21201
5204,39.293339,-76.634333,21201
5205,39.293341,-76.659296,21223
5206,39.293349,-76.579063,21231
5207,39.293355,-76.574659,21205
5208,39.293374,-76.528659,21224
5209,39.293384,-76.672681,21216
5210,39.293397,-76.528615,21224
5211,39.293398,-76.657778,21223
5212,39.293403,-76.57766,21205
5213,39.293404,-76.606415,21202
5214,39.293406,-76.693881,21229
5215,39.293416,-76.610433,21202
5216,39.293427,-76.584092,21231
5217,39.293428,-76.632357,21201
5218,39.293436,-76.606455,21202
5219,39.293446,-76.582687,21231
5220,39.293456,-76.576261,21205
5221,39.29346,-76.587509,21231
5222,39.293461,-76.550289,21205
5223,39.293464,-76.550284,21205
5224,39.293466,-76.656425,21223
5225,39.293468,-76.572977,21205
5226,39.293472,-76.586309,21231
5227,39.293474,-76.692221,21229
5228,39.293485,-76.691893,21229
5229,39.293486,-76.52108,21224
5230,39.29349,-76.575576,21205
5231,39.293492,-76.581249,21231
5232,39.293499,-76.630202,21201
5233,39.293503,-76.572025,21205
5234,39.293504,-76.574854,21205
5235,39.293515,-76.65486,21223
5236,39.293523,-76.614806,21201
5237,39.293531,-76.596217,21231
5238,39.293536,-76.570961,21205
5239,39.293544,-76.574119,21205
5240,39.293546,-76.586935,21231
5241,39.293548,-76.662673,21223
5242,39.293554,-76.579825,21231
5243,39.293566,-76.569642,21205
5244,39.293567,-76.596426,21231
5245,39.293574,-76.627985,21201
5246,39.293575,-76.596535,21231
5247,39.293578,-76.573408,21205
5248,39.293591,-76.653186,21223
5249,39.293592,-76.569026,21205
5250,39.293596,-76.572442,21205
5251,39.2936,-76.613306,21201
5252,39.293606,-76.578409,21205
5253,39.29361,-76.644057,21223
5254,39.293612,-76.568546,21205
5255,39.293614,-76.642652,21223
5256,39.293627,-76.659306,21223
5257,39.293635,-76.577005,21205
5258,39.293638,-76.609629,21202
5259,39.293645,-76.59731,21231
5260,39.293661,-76.654736,21223
5261,39.293661,-76.598412,21231
5262,39.293662,-76.651179,21223
5263,39.293663,-76.687,21229
5264,39.293665,-76.598039,21231
5265,39.29367,-76.696672,21229
5266,39.293671,-76.625521,21201
5267,39.293672,-76.662754,21223
5268,39.293674,-76.703468,21229
5269,39.293685,-76.686351,21229
5270,39.293723,-76.569496,21205
5271,39.29373,-76.699668,21229
5272,39.293749,-76.649459,21223
5273,39.29375,-76.647242,21223
5274,39.29376,-76.68416,21229
5275,39.293763,-76.639832,21201
5276,39.293769,-76.699706,21229
5277,39.29377,-76.598842,21231
5278,39.293786,-76.638407,21201
5279,39.293797,-76.622777,21201
5280,39.29381,-76.682783,21229
5281,39.293812,-76.605464,21202
5282,39.293813,-76.706659,21229
5283,39.293814,-76.648999,21223
5284,39.293827,-76.661504,21223
5285,39.293828,-76.706687,21229
5286,39.293828,-76.635554,21201
5287,39.293847,-76.621892,21201
5288,39.293848,-76.647478,21223
5289,39.293856,-76.681354,21229
5290,39.293869,-76.567635,21205
5291,39.293872,-76.706333,21229
5292,39.293873,-76.701485,21229
5293,39.293873,-76.646029,21223
5294,39.293875,-76.549879,21205
5295,39.293877,-76.62121,21201
5296,39.293888,-76.522553,21224
5297,39.293891,-76.594894,21231
5298,39.293893,-76.680329,21229
5299,39.293894,-76.664804,21216
5300,39.293896,-76.561217,21205
5301,39.293901,-76.698305,21229
5302,39.293907,-76.659486,21223
5303,39.293914,-76.609075,21202
5304,39.293922,-76.594792,21231
5305,39.293923,-76.698319,21229
5306,39.293937,-76.620325,21201
5307,39.293947,-76.644214,21223
5308,39.293956,-76.599705,21231
5309,39.293957,-76.678525,21229
5310,39.293957,-76.593222,21231
5311,39.293978,-76.594148,21231
5312,39.293984,-76.650396,21223
5313,39.293992,-76.677551,21229
5314,39.293997,-76.642902,21223
5315,39.293997,-76.60568,21202
5316,39.294007,-76.618206,21201
5317,39.294025,-76.649002,21223
5318,39.294028,-76.598863,21231
5319,39.294032,-76.605721,21202
5320,39.294032,-76.591563,21231
5321,39.294038,-76.622565,21201
5322,39.294041,-76.65623,21223
5323,39.294045,-76.703995,21229
5324,39.294048,-76.619763,21201
5325,39.294053,-76.590816,21231
5326,39.294054,-76.653214,21223
5327,39.294057,-76.675821,21216
5328,39.294064,-76.641256,21223
5329,39.294067,-76.64624,21223
5330,39.294068,-76.675554,21216
5331,39.294074,-76.560806,21205
5332,39.294078,-76.616818,21201
5333,39.294079,-76.598696,21231
5334,39.294086,-76.598499,21231
5335,39.29409,-76.598305,21231
5336,39.294092,-76.654637,21223
5337,39.294098,-76.602939,21202
5338,39.294103,-76.679801,21229
5339,39.294111,-76.674311,21216
5340,39.294111,-76.595204,21231
5341,39.294111,-76.560024,21205
5342,39.294123,-76.61548,21201
5343,39.294125,-76.639857,21217
5344,39.294128,-76.653358,21223
5345,39.294134,-76.588843,21231
5346,39.294141,-76.685958,21229
5347,39.294141,-76.634087,21201
5348,39.294141,-76.603632,21202
5349,39.294156,-76.572501,21205
5350,39.294167,-76.684979,21229
5351,39.294168,-76.645527,21223
5352,39.294177,-76.61821,21201
5353,39.294182,-76.638441,21201
5354,39.294192,-76.56003,21205
5355,39.294194,-76.60488,21202
5356,39.294198,-76.599868,21231
5357,39.294206,-76.702686,21229
5358,39.294207,-76.571003,21205
5359,39.294214,-76.684001,21229
5360,39.294218,-76.649724,21223
5361,39.29422,-76.587368,21231
5362,39.29423,-76.68264,21229
5363,39.294235,-76.58697,21231
5364,39.294241,-76.637059,21201
5365,39.294241,-76.596641,21231
5366,39.294261,-76.58636,21231
5367,39.294266,-76.586214,21231
5368,39.294271,-76.562911,21205
5369,39.294276,-76.647273,21223
5370,39.294276,-76.642698,21223
5371,39.29428,-76.569083,21205
5372,39.294286,-76.585611,21231
5373,39.294289,-76.614275,21201
5374,39.294291,-76.635681,21201
5375,39.294293,-76.568661,21205
5376,39.294296,-76.672795,21216
5377,39.294299,-76.689293,21229
5378,39.294299,-76.636315,21201
5379,39.294299,-76.622579,21201
5380,39.294301,-76.668727,21216
5381,39.294308,-76.641269,21217
5382,39.294312,-76.681224,21229
5383,39.294312,-76.670583,21216
5384,39.294316,-76.687921,21229
5385,39.294317,-76.702468,21229
5386,39.294322,-76.588421,21231
5387,39.294328,-76.644097,21223
5388,39.294329,-76.597358,21231
5389,39.294331,-76.58468,21231
5390,39.294337,-76.689253,21229
5391,39.294337,-76.687952,21229
5392,39.294341,-76.567522,21205
5393,39.294346,-76.679806,21229
5394,39.294354,-76.634252,21201
5395,39.294357,-76.639876,21217
5396,39.294371,-76.583404,21231
5397,39.294373,-76.60392,21202
5398,39.294374,-76.583254,21231
5399,39.294381,-76.678406,21216
5400,39.294385,-76.705986,21229
5401,39.294385,-76.582729,21231
5402,39.29439,-76.666846,21216
5403,39.294396,-76.66668,21216
5404,39.2944,-76.665086,21216
5405,39.294408,-76.590635,21231
5406,39.294411,-76.664918,21216
5407,39.294421,-76.584834,21231
5408,39.294427,-76.581995,21231
5409,39.294428,-76.668628,21216
5410,39.294432,-76.581861,21231
5411,39.294435,-76.677242,21216
5412,39.294438,-76.598891,21231
5413,39.29444,-76.70606,21229
5414,39.294442,-76.632197,21201
5415,39.294461,-76.676419,21216
5416,39.294461,-76.623942,21201
5417,39.294462,-76.637067,21201
5418,39.294468,-76.638457,21201
5419,39.294476,-76.662976,21216
5420,39.294482,-76.635605,21201
5421,39.294483,-76.64772,21223
5422,39.294494,-76.580158,21231
5423,39.294502,-76.598895,21231
5424,39.294506,-76.579899,21231
5425,39.294508,-76.59737,21231
5426,39.294513,-76.656313,21223
5427,39.294523,-76.700618,21229
5428,39.294523,-76.64634,21223
5429,39.294524,-76.700619,21229
5430,39.294525,-76.66154,21216
5431,39.294531,-76.579169,21205
5432,39.294536,-76.705455,21229
5433,39.294541,-76.606314,21202
5434,39.294542,-76.587574,21231
5435,39.294545,-76.700645,21229
5436,39.294554,-76.629798,21201
5437,39.294564,-76.674141,21216
5438,39.294577,-76.599883,21231
5439,39.294577,-76.596006,21231
5440,39.294582,-76.612705,21202
5441,39.294583,-76.577757,21205
5442,39.294585,-76.616852,21201
5443,39.294594,-76.659622,21223
5444,39.294603,-76.589345,21231
5445,39.294641,-76.634127,21201
5446,39.294649,-76.575851,21205
5447,39.294653,-76.62718,21201
5448,39.294672,-76.632031,21201
5449,39.294691,-76.57479,21205
5450,39.294693,-76.606545,21202
5451,39.294695,-76.632044,21201
5452,39.294706,-76.626111,21201
5453,39.294714,-76.656533,21223
5454,39.294725,-76.709097,21229
5455,39.294732,-76.632064,21201
5456,39.294738,-76.605383,21202
5457,39.294742,-76.685994,21229
5458,39.294756,-76.612288,21202
5459,39.294764,-76.573068,21205
5460,39.294769,-76.623982,21201
5461,39.294769,-76.58639,21231
5462,39.294775,-76.596318,21231
5463,39.294778,-76.705009,21229
5464,39.29478,-76.654674,21223
5465,39.294793,-76.6297,21201
5466,39.294794,-76.572296,21205
5467,39.294796,-76.611324,21202
5468,39.294797,-76.578492,21205
5469,39.294801,-76.581336,21231
5470,39.29481,-76.605038,21202
5471,39.294814,-76.623029,21201
5472,39.294817,-76.580602,21231
5473,39.29483,-76.653397,21223
5474,39.294835,-76.622614,21201
5475,39.294846,-76.570884,21205
5476,39.294848,-76.621942,21201
5477,39.294851,-76.652791,21223
5478,39.294857,-76.569565,21205
5479,39.294865,-76.594177,21231
5480,39.294868,-76.573491,21205
5481,39.294879,-76.613852,21202
5482,39.29488,-76.621476,21201
5483,39.294887,-76.608185,21202
5484,39.29489,-76.568695,21205
5485,39.294894,-76.705179,21229
5486,39.294901,-76.662998,21216
5487,39.294903,-76.687031,21229
5488,39.294916,-76.70521,21229
5489,39.294917,-76.634488,21201
5490,39.29492,-76.590668,21231
5491,39.294925,-76.603079,21202
5492,39.29493,-76.694149,21229
5493,39.29493,-76.579886,21205
5494,39.294932,-76.662218,21216
5495,39.294935,-76.68886,21229
5496,39.294936,-76.567554,21205
5497,39.294937,-76.620082,21201
5498,39.294948,-76.613957,21202
5499,39.294951,-76.654794,21223
5500,39.294956,-76.619781,21201
5501,39.294957,-76.688892,21229
5502,39.294969,-76.661408,21216
5503,39.294969,-76.577318,21205
5504,39.294984,-76.57778,21205
5505,39.294989,-76.566512,21205
5506,39.294993,-76.660667,21216
5507,39.295002,-76.61845,21201
5508,39.295007,-76.604741,21202
5509,39.295007,-76.600909,21202
5510,39.295017,-76.632322,21201
5511,39.295026,-76.60585,21202
5512,39.295029,-76.650679,21223
5513,39.295051,-76.617173,21201
5514,39.29506,-76.599909,21231
5515,39.295065,-76.59977,21231
5516,39.295078,-76.614171,21202
5517,39.295083,-76.614947,21202
5518,39.295088,-76.664158,21216
5519,39.29509,-76.607912,21202
5520,39.295093,-76.649204,21223
5521,39.295106,-76.69401,21229
5522,39.295113,-76.664191,21216
5523,39.295122,-76.598582,21231
5524,39.295125,-76.657877,21223
5525,39.295132,-76.681208,21229
5526,39.295137,-76.68023,21216
5527,39.295141,-76.666862,21216
5528,39.295142,-76.615532,21201
5529,39.295148,-76.621281,21201
5530,39.295158,-76.66866,21216
5531,39.295158,-76.647461,21223
5532,39.295158,-76.57592,21205
5533,39.295161,-76.597398,21231
5534,39.295164,-76.560561,21205
5535,39.295169,-76.67892,21216
5536,39.295172,-76.579217,21205
5537,39.295174,-76.597037,21231
5538,39.295177,-76.576376,21205
5539,39.295196,-76.603283,21202
5540,39.295199,-76.699689,21229
5541,39.2952,-76.601045,21202
5542,39.295214,-76.67774,21216
5543,39.295221,-76.613262,21202
5544,39.295231,-76.595442,21231
5545,39.295232,-76.665327,21216
